gene_symbol	hgnc_id	entrez_id	count
CSPG4P9	HGNC:48360	Entrez:642288	0
CSPG5	HGNC:2467	Entrez:10675	0
CSPP1	HGNC:26193	Entrez:79848	95
CSRNP1	HGNC:14300	Entrez:64651	44
CSRNP2	HGNC:16006	Entrez:81566	44
CSRNP3	HGNC:30729	Entrez:80034	0
CSRP1	HGNC:2469	Entrez:1465	0
CSRP1-AS1	HGNC:55856	Entrez:107985246	0
CSRP2	HGNC:2470	Entrez:1466	0
CSRP2P1	HGNC:2471	Entrez:1467	0
CSRP2P2	HGNC:56524	Entrez:100420832	0
CSRP3	HGNC:2472	Entrez:8048	0
CSRP3-AS1	HGNC:54183	Entrez:105376580	0
CST1	HGNC:2473	Entrez:1469	34
CST11	HGNC:15959	Entrez:140880	0
CST12P	HGNC:31920	Entrez:106478911	0
CST13P	HGNC:44335	Entrez:164380	0
CST2	HGNC:2474	Entrez:1470	33
CST2P1	HGNC:45042	Entrez:101410546	0
CST3	HGNC:2475	Entrez:1471	0
CST4	HGNC:2476	Entrez:1472	18
CST5	HGNC:2477	Entrez:1473	25
CST6	HGNC:2478	Entrez:1474	0
CST7	HGNC:2479	Entrez:8530	14
CST8	HGNC:2480	Entrez:10047	0
CST9	HGNC:13261	Entrez:128822	4
CST9L	HGNC:16233	Entrez:128821	19
CST9LP1	HGNC:39552	Entrez:128820	0
CST9LP2	HGNC:44337	Entrez:106480788	0
CSTA	HGNC:2481	Entrez:1475	16
CSTB	HGNC:2482	Entrez:1476	0
CSTBP1	HGNC:56380	Entrez:127379754	0
CSTF1	HGNC:2483	Entrez:1477	0
CSTF2	HGNC:2484	Entrez:1478	0
CSTF2T	HGNC:17086	Entrez:23283	44
CSTF3	HGNC:2485	Entrez:1479	0
CSTF3-DT	HGNC:27882	Entrez:338739	0
CSTL1	HGNC:15958	Entrez:128817	26
CSTP1	HGNC:2486	Entrez:1480	0
CSTP2	HGNC:2487	Entrez:1481	0
CSTPP1	HGNC:28720	Entrez:79096	0
CT45A1	HGNC:33267	Entrez:541466	0
CT45A10	HGNC:51263	Entrez:102723631	0
CT45A11P	HGNC:51336	Entrez:100129813	0
CT45A2	HGNC:28400	Entrez:728911	0
CT45A3	HGNC:33268	Entrez:441519	0
CT45A5	HGNC:33270	Entrez:441521	0
CT45A6	HGNC:33271	Entrez:541465	0
CT45A7	HGNC:51260	Entrez:101060211	0
CT45A8	HGNC:51261	Entrez:102723737	0
CT45A9	HGNC:51262	Entrez:102723680	0
CT45B1P	HGNC:33580	Entrez:100337646	0
CT47A1	HGNC:33282	Entrez:728096	0
CT47A10	HGNC:33291	Entrez:728036	0
CT47A11	HGNC:27397	Entrez:255313	0
CT47A12	HGNC:33292	Entrez:100507170	0
CT47A2	HGNC:33283	Entrez:728090	0
CT47A3	HGNC:33284	Entrez:728082	0
CT47A4	HGNC:33285	Entrez:728075	0
CT47A5	HGNC:33286	Entrez:728072	0
CT47A6	HGNC:33287	Entrez:728062	0
CT47A7	HGNC:33288	Entrez:653282	0
CT47A8	HGNC:33289	Entrez:728049	0
CT47A9	HGNC:33290	Entrez:728042	0
CT47B1	HGNC:33293	Entrez:643311	0
CT47C1	HGNC:53820	Entrez:727838	0
CT55	HGNC:26047	Entrez:54967	0
CT62	HGNC:27286	Entrez:196993	0
CT66	HGNC:54198	Entrez:100507468	0
CT69	HGNC:37196	Entrez:101928231	0
CT70	HGNC:37195	Entrez:107987106	0
CT75	HGNC:37174	Entrez:440934	0
CT83	HGNC:33494	Entrez:203413	0
CTAG1A	HGNC:24198	Entrez:246100	0
CTAG1B	HGNC:2491	Entrez:1485	0
CTAG2	HGNC:2492	Entrez:30848	0
CTAGE1	HGNC:24346	Entrez:64693	78
CTAGE10P	HGNC:37288	Entrez:220429	0
CTAGE11P	HGNC:37293	Entrez:647288	0
CTAGE12P	HGNC:37297	Entrez:392298	0
CTAGE13P	HGNC:37298	Entrez:100421638	0
CTAGE14P	HGNC:37299	Entrez:401018	0
CTAGE15	HGNC:37295	Entrez:441294	0
CTAGE16P	HGNC:41967	Entrez:341689	0
CTAGE3P	HGNC:24348	Entrez:220112	0
CTAGE4	HGNC:24772	Entrez:100128553	0
CTAGE6	HGNC:28644	Entrez:340307	0
CTAGE7P	HGNC:25111	Entrez:119437	0
CTAGE8	HGNC:37294	Entrez:100142659	0
CTAGE9	HGNC:37275	Entrez:643854	19
CTBP1	HGNC:2494	Entrez:1487	0
CTBP1-AS	HGNC:48337	Entrez:285463	0
CTBP1-DT	HGNC:28307	Entrez:92070	0
CTBP2	HGNC:2495	Entrez:1488	100
CTBP2P1	HGNC:23940	Entrez:352905	0
CTBP2P10	HGNC:54512	Entrez:107987305	0
CTBP2P11	HGNC:54513	Entrez:107987307	0
CTBP2P2	HGNC:45194	Entrez:100130970	0
CTBP2P3	HGNC:45195	Entrez:220147	0
CTBP2P4	HGNC:45196	Entrez:642909	0
CTBP2P5	HGNC:45197	Entrez:646936	0
CTBP2P6	HGNC:45198	Entrez:120449	0
CTBP2P7	HGNC:45199	Entrez:401914	0
CTBP2P8	HGNC:45200	Entrez:100420253	0
CTBP2P9	HGNC:54511	Entrez:107987306	0
CTBS	HGNC:2496	Entrez:1486	37
CTC1	HGNC:26169	Entrez:80169	98
CTCF	HGNC:13723	Entrez:10664	0
CTCF-DT	HGNC:55409	Entrez:107984813	0
CTCFL	HGNC:16234	Entrez:140690	46
CTDNEP1	HGNC:19085	Entrez:23399	0
CTDNEP1P1	HGNC:56481	Entrez:100420528	0
CTDNEP1P2	HGNC:56482	Entrez:100420515	0
CTDP1	HGNC:2498	Entrez:9150	85
CTDP1-DT	HGNC:26370	Entrez:284241	0
CTDSP1	HGNC:21614	Entrez:58190	11
CTDSP2	HGNC:17077	Entrez:10106	0
CTDSPL	HGNC:16890	Entrez:10217	9
CTDSPL2	HGNC:26936	Entrez:51496	0
CTDSPL2-DT	HGNC:55415	Entrez:120017340	0
CTDSPL2P1	HGNC:55031	Entrez:643605	0
CTDSPL2P2	HGNC:55042	Entrez:100131448	0
CTF1	HGNC:2499	Entrez:1489	0
CTF2P	HGNC:33173	Entrez:100289419	0
CTH	HGNC:2501	Entrez:1491	26
CTHRC1	HGNC:18831	Entrez:115908	0
CTHRC1P1	HGNC:50463	Entrez:106480299	0
CTIF	HGNC:23925	Entrez:9811	36
CTLA4	HGNC:2505	Entrez:1493	0
CTNNA1	HGNC:2509	Entrez:1495	34
CTNNA1-AS1	HGNC:55535	Entrez:105379194	0
CTNNA1P1	HGNC:2513	Entrez:1498	0
CTNNA2	HGNC:2510	Entrez:1496	44
CTNNA2-AS1	HGNC:40165	Entrez:101927987	0
CTNNA3	HGNC:2511	Entrez:29119	125
CTNNAL1	HGNC:2512	Entrez:8727	39
CTNNB1	HGNC:2514	Entrez:1499	0
CTNNBIP1	HGNC:16913	Entrez:56998	0
CTNNBL1	HGNC:15879	Entrez:56259	42
CTNNBL1P1	HGNC:54948	Entrez:392456	0
CTNND1	HGNC:2515	Entrez:1500	98
CTNND2	HGNC:2516	Entrez:1501	0
CTNS	HGNC:2518	Entrez:1497	65
CTNS-AS1	HGNC:56090	Entrez:105371492	0
CTPS1	HGNC:2519	Entrez:1503	0
CTPS2	HGNC:2520	Entrez:56474	0
CTR9	HGNC:16850	Entrez:9646	62
CTRB1	HGNC:2521	Entrez:1504	0
CTRB2	HGNC:2522	Entrez:440387	25
CTRC	HGNC:2523	Entrez:11330	34
CTRL	HGNC:2524	Entrez:1506	30
CTSA	HGNC:9251	Entrez:5476	38
CTSB	HGNC:2527	Entrez:1508	0
CTSC	HGNC:2528	Entrez:1075	0
CTSD	HGNC:2529	Entrez:1509	0
CTSE	HGNC:2530	Entrez:1510	0
CTSF	HGNC:2531	Entrez:8722	42
CTSG	HGNC:2532	Entrez:1511	0
CTSH	HGNC:2535	Entrez:1512	0
CTSK	HGNC:2536	Entrez:1513	16
CTSL	HGNC:2537	Entrez:1514	20
CTSL3P	HGNC:33132	Entrez:392360	0
CTSLP1	HGNC:2539	Entrez:118945	0
CTSLP2	HGNC:2540	Entrez:1517	0
CTSLP3	HGNC:2541	Entrez:644021	0
CTSLP4	HGNC:23645	Entrez:644496	0
CTSLP6	HGNC:23611	Entrez:642413	0
CTSLP8	HGNC:39084	Entrez:1518	0
CTSO	HGNC:2542	Entrez:1519	23
CTSS	HGNC:2545	Entrez:1520	20
CTSV	HGNC:2538	Entrez:1515	0
CTSW	HGNC:2546	Entrez:1521	0
CTSZ	HGNC:2547	Entrez:1522	33
CTTN	HGNC:3338	Entrez:2017	64
CTTN-DT	HGNC:55592	Entrez:121233926	0
CTTNBP2	HGNC:15679	Entrez:83992	134
CTTNBP2NL	HGNC:25330	Entrez:55917	29
CTU1	HGNC:29590	Entrez:90353	0
CTU2	HGNC:28005	Entrez:348180	144
CTXN1	HGNC:31108	Entrez:404217	0
CTXN2	HGNC:31109	Entrez:399697	0
CTXN2-AS1	HGNC:55426	Entrez:105370807	0
CTXN3	HGNC:31110	Entrez:613212	0
CTXND1	HGNC:50507	Entrez:100996492	0
CTXND2	HGNC:53440	Entrez:100996521	0
CUBN	HGNC:2548	Entrez:8029	524
CUBNP1	HGNC:44983	Entrez:728064	0
CUBNP2	HGNC:44984	Entrez:100289280	0
CUBNP3	HGNC:44985	Entrez:100421634	0
CUEDC1	HGNC:31350	Entrez:404093	0
CUEDC2	HGNC:28352	Entrez:79004	0
CUL1	HGNC:2551	Entrez:8454	0
CUL1P1	HGNC:49567	Entrez:100288463	0
CUL2	HGNC:2552	Entrez:8453	0
CUL3	HGNC:2553	Entrez:8452	0
CUL4A	HGNC:2554	Entrez:8451	28
CUL4AP1	HGNC:44027	Entrez:100129008	0
CUL4B	HGNC:2555	Entrez:8450	0
CUL5	HGNC:2556	Entrez:8065	12
CUL7	HGNC:21024	Entrez:9820	146
CUL9	HGNC:15982	Entrez:23113	228
CUPIN1P	HGNC:54490	Entrez:116435282	0
CUTA	HGNC:21101	Entrez:51596	47
CUTALP	HGNC:27367	Entrez:253039	0
CUTC	HGNC:24271	Entrez:51076	28
CUX1	HGNC:2557	Entrez:1523	89
CUX2	HGNC:19347	Entrez:23316	106
CUX2P1	HGNC:33694	Entrez:100126596	0
CUX2P2	HGNC:33695	Entrez:100126597	0
CUZD1	HGNC:17937	Entrez:50624	58
CWC15	HGNC:26939	Entrez:51503	0
CWC22	HGNC:29322	Entrez:57703	57
CWC25	HGNC:25989	Entrez:54883	61
CWC27	HGNC:10664	Entrez:10283	39
CWF19L1	HGNC:25613	Entrez:55280	45
CWF19L2	HGNC:26508	Entrez:143884	36
CWH43	HGNC:26133	Entrez:80157	39
CX3CL1	HGNC:10647	Entrez:6376	35
CX3CR1	HGNC:2558	Entrez:1524	21
CXADR	HGNC:2559	Entrez:1525	0
CXADRP1	HGNC:23770	Entrez:653108	0
CXADRP2	HGNC:33973	Entrez:646243	0
CXADRP3	HGNC:33974	Entrez:440224	0
CXCL1	HGNC:4602	Entrez:2919	0
CXCL10	HGNC:10637	Entrez:3627	0
CXCL11	HGNC:10638	Entrez:6373	0
CXCL12	HGNC:10672	Entrez:6387	28
CXCL13	HGNC:10639	Entrez:10563	0
CXCL14	HGNC:10640	Entrez:9547	0
CXCL16	HGNC:16642	Entrez:58191	32
CXCL17	HGNC:19232	Entrez:284340	0
CXCL1P1	HGNC:10641	Entrez:50612	0
CXCL2	HGNC:4603	Entrez:2920	12
CXCL3	HGNC:4604	Entrez:2921	0
CXCL5	HGNC:10642	Entrez:6374	0
CXCL6	HGNC:10643	Entrez:6372	0
CXCL8	HGNC:6025	Entrez:3576	0
CXCL9	HGNC:7098	Entrez:4283	0
CXCR1	HGNC:6026	Entrez:3577	70
CXCR2	HGNC:6027	Entrez:3579	0
CXCR2P1	HGNC:6028	Entrez:3580	0
CXCR3	HGNC:4540	Entrez:2833	0
CXCR4	HGNC:2561	Entrez:7852	0
CXCR5	HGNC:1060	Entrez:643	22
CXCR6	HGNC:16647	Entrez:10663	17
CXXC1	HGNC:24343	Entrez:30827	17
CXXC1P1	HGNC:27864	Entrez:392459	0
CXXC4	HGNC:24593	Entrez:80319	0
CXXC4-AS1	HGNC:41054	Entrez:101929468	0
CXXC5	HGNC:26943	Entrez:51523	0
CXXC5-AS1	HGNC:53009	Entrez:111082989	0
CXorf38	HGNC:28589	Entrez:159013	0
CXorf49	HGNC:30891	Entrez:100130361	0
CXorf49B	HGNC:34229	Entrez:100132994	0
CXorf51A	HGNC:30533	Entrez:100129239	0
CXorf51B	HGNC:42787	Entrez:100133053	0
CXorf58	HGNC:26356	Entrez:254158	0
CXorf65	HGNC:33713	Entrez:158830	0
CXorf66	HGNC:33743	Entrez:347487	0
CYB561	HGNC:2571	Entrez:1534	29
CYB561A3	HGNC:23014	Entrez:220002	12
CYB561D1	HGNC:26804	Entrez:284613	0
CYB561D2	HGNC:30253	Entrez:11068	44
CYB5A	HGNC:2570	Entrez:1528	0
CYB5AP2	HGNC:2573	Entrez:100128621	0
CYB5AP3	HGNC:2574	Entrez:1531	0
CYB5AP4	HGNC:2575	Entrez:1532	0
CYB5AP5	HGNC:2576	Entrez:100289051	0
CYB5B	HGNC:24374	Entrez:80777	20
CYB5D1	HGNC:26516	Entrez:124637	0
CYB5D2	HGNC:28471	Entrez:124936	0
CYB5R1	HGNC:13397	Entrez:51706	17
CYB5R2	HGNC:24376	Entrez:51700	31
CYB5R3	HGNC:2873	Entrez:1727	46
CYB5R4	HGNC:20147	Entrez:51167	29
CYB5RL	HGNC:32220	Entrez:606495	0
CYBA	HGNC:2577	Entrez:1535	0
CYBB	HGNC:2578	Entrez:1536	0
CYBC1	HGNC:28672	Entrez:79415	0
CYBRD1	HGNC:20797	Entrez:79901	0
CYC1	HGNC:2579	Entrez:1537	0
CYCS	HGNC:19986	Entrez:54205	0
CYCSP1	HGNC:20095	Entrez:122950	0
CYCSP10	HGNC:24384	Entrez:360166	0
CYCSP11	HGNC:24385	Entrez:360167	0
CYCSP12	HGNC:24386	Entrez:360168	0
CYCSP14	HGNC:24388	Entrez:360170	0
CYCSP16	HGNC:24389	Entrez:360171	0
CYCSP17	HGNC:24390	Entrez:360172	0
CYCSP18	HGNC:24391	Entrez:360173	0
CYCSP19	HGNC:24392	Entrez:360174	0
CYCSP2	HGNC:24410	Entrez:360183	0
CYCSP20	HGNC:24394	Entrez:349158	0
CYCSP22	HGNC:24396	Entrez:360175	0
CYCSP23	HGNC:24397	Entrez:360176	0
CYCSP24	HGNC:24398	Entrez:360177	0
CYCSP25	HGNC:24399	Entrez:120528	0
CYCSP26	HGNC:24400	Entrez:360178	0
CYCSP27	HGNC:24401	Entrez:341148	0
CYCSP28	HGNC:24402	Entrez:360179	0
CYCSP29	HGNC:24403	Entrez:360180	0
CYCSP3	HGNC:24395	Entrez:349198	0
CYCSP30	HGNC:24405	Entrez:121026	0
CYCSP32	HGNC:24406	Entrez:360181	0
CYCSP33	HGNC:24407	Entrez:221180	0
CYCSP34	HGNC:24408	Entrez:360182	0
CYCSP35	HGNC:24409	Entrez:121916	0
CYCSP38	HGNC:24411	Entrez:360184	0
CYCSP39	HGNC:24412	Entrez:342358	0
CYCSP4	HGNC:24413	Entrez:360157	0
CYCSP40	HGNC:24414	Entrez:360185	0
CYCSP41	HGNC:2580	Entrez:360186	0
CYCSP42	HGNC:2581	Entrez:343727	0
CYCSP43	HGNC:24417	Entrez:360187	0
CYCSP44	HGNC:24418	Entrez:349391	0
CYCSP45	HGNC:24419	Entrez:352852	0
CYCSP46	HGNC:23941	Entrez:286550	0
CYCSP48	HGNC:23942	Entrez:360188	0
CYCSP49	HGNC:23943	Entrez:360009	0
CYCSP5	HGNC:24416	Entrez:360158	0
CYCSP51	HGNC:24383	Entrez:343045	0
CYCSP52	HGNC:24393	Entrez:360155	0
CYCSP53	HGNC:24404	Entrez:360156	0
CYCSP55	HGNC:21252	Entrez:157317	0
CYCSP56	HGNC:56573	Entrez:107986039	0
CYCSP6	HGNC:24421	Entrez:360159	0
CYCSP7	HGNC:24422	Entrez:164837	0
CYCSP8	HGNC:24423	Entrez:360160	0
CYCTP	HGNC:24424	Entrez:360163	0
CYFIP1	HGNC:13759	Entrez:23191	72
CYFIP2	HGNC:13760	Entrez:26999	0
CYGB	HGNC:16505	Entrez:114757	0
CYLC1	HGNC:2582	Entrez:1538	0
CYLC2	HGNC:2583	Entrez:1539	56
CYLD	HGNC:2584	Entrez:1540	0
CYLD-AS1	HGNC:55352	Entrez:102724907	0
CYMP	HGNC:2588	Entrez:643160	0
CYMP-AS1	HGNC:52509	Entrez:440602	0
CYP11A1	HGNC:2590	Entrez:1583	28
CYP11B1	HGNC:2591	Entrez:1584	70
CYP11B2	HGNC:2592	Entrez:1585	39
CYP17A1	HGNC:2593	Entrez:1586	0
CYP17A1-AS1	HGNC:31671	Entrez:102724307	0
CYP19A1	HGNC:2594	Entrez:1588	37
CYP1A1	HGNC:2595	Entrez:1543	81
CYP1A2	HGNC:2596	Entrez:1544	72
CYP1B1	HGNC:2597	Entrez:1545	36
CYP1B1-AS1	HGNC:28543	Entrez:285154	0
CYP1D1P	HGNC:39968	Entrez:100133307	0
CYP20A1	HGNC:20576	Entrez:57404	0
CYP21A1P	HGNC:2599	Entrez:1590	0
CYP21A2	HGNC:2600	Entrez:1589	0
CYP24A1	HGNC:2602	Entrez:1591	119
CYP26A1	HGNC:2603	Entrez:1592	37
CYP26B1	HGNC:20581	Entrez:56603	33
CYP26C1	HGNC:20577	Entrez:340665	28
CYP26C1-DT	HGNC:55836	Entrez:122455335	0
CYP27A1	HGNC:2605	Entrez:1593	73
CYP27B1	HGNC:2606	Entrez:1594	43
CYP27C1	HGNC:33480	Entrez:339761	15
CYP2A13	HGNC:2608	Entrez:1553	121
CYP2A6	HGNC:2610	Entrez:1548	73
CYP2A7	HGNC:2611	Entrez:1549	47
CYP2A7P1	HGNC:2612	Entrez:1550	0
CYP2AB1P	HGNC:39975	Entrez:647265	0
CYP2AC1P	HGNC:39976	Entrez:106478960	0
CYP2B6	HGNC:2615	Entrez:1555	47
CYP2B7P	HGNC:2616	Entrez:1556	0
CYP2C115P	HGNC:42405	Entrez:100874513	0
CYP2C18	HGNC:2620	Entrez:1562	40
CYP2C19	HGNC:2621	Entrez:1557	72
CYP2C23P	HGNC:39970	Entrez:107436076	0
CYP2C56P	HGNC:39971	Entrez:106478959	0
CYP2C58P	HGNC:39969	Entrez:106480430	0
CYP2C59P	HGNC:42406	Entrez:100874505	0
CYP2C60P	HGNC:42410	Entrez:106480748	0
CYP2C61P	HGNC:39972	Entrez:106480734	0
CYP2C63P	HGNC:42411	Entrez:107063541	0
CYP2C64P	HGNC:39974	Entrez:112499600	0
CYP2C8	HGNC:2622	Entrez:1558	79
CYP2C9	HGNC:2623	Entrez:1559	80
CYP2D6	HGNC:2625	Entrez:1565	67
CYP2D7	HGNC:2624	Entrez:1564	0
CYP2D8P	HGNC:2628	Entrez:1568	0
CYP2E1	HGNC:2631	Entrez:1571	57
CYP2F1	HGNC:2632	Entrez:1572	60
CYP2F2P	HGNC:18851	Entrez:171427	0
CYP2G1P	HGNC:2633	Entrez:22952	0
CYP2G2P	HGNC:15653	Entrez:83757	0
CYP2J2	HGNC:2634	Entrez:1573	61
CYP2R1	HGNC:20580	Entrez:120227	67
CYP2S1	HGNC:15654	Entrez:29785	33
CYP2T1P	HGNC:18852	Entrez:171523	0
CYP2T3P	HGNC:18853	Entrez:163007	0
CYP2U1	HGNC:20582	Entrez:113612	25
CYP2U1-AS1	HGNC:54817	Entrez:101929595	0
CYP2W1	HGNC:20243	Entrez:54905	33
CYP39A1	HGNC:17449	Entrez:51302	0
CYP3A137P	HGNC:42419	Entrez:107063543	0
CYP3A4	HGNC:2637	Entrez:1576	0
CYP3A43	HGNC:17450	Entrez:64816	89
CYP3A5	HGNC:2638	Entrez:1577	52
CYP3A51P	HGNC:42418	Entrez:1578	0
CYP3A52P	HGNC:42412	Entrez:106478983	0
CYP3A54P	HGNC:42413	Entrez:106480749	0
CYP3A7	HGNC:2640	Entrez:1551	56
CYP3A7-CYP3A51P	HGNC:51504	Entrez:100861540	0
CYP46A1	HGNC:2641	Entrez:10858	5
CYP46A4P	HGNC:42349	Entrez:100874494	0
CYP4A11	HGNC:2642	Entrez:1579	67
CYP4A22	HGNC:20575	Entrez:284541	59
CYP4A22-AS1	HGNC:43715	Entrez:104355148	0
CYP4A26P	HGNC:39980	Entrez:107080641	0
CYP4A27P	HGNC:42414	Entrez:100422288	0
CYP4A43P	HGNC:42417	Entrez:100874495	0
CYP4A44P	HGNC:42416	Entrez:106481791	0
CYP4B1	HGNC:2644	Entrez:1580	70
CYP4F10P	HGNC:39943	Entrez:646575	0
CYP4F11	HGNC:13265	Entrez:57834	71
CYP4F12	HGNC:18857	Entrez:66002	67
CYP4F2	HGNC:2645	Entrez:8529	51
CYP4F22	HGNC:26820	Entrez:126410	74
CYP4F23P	HGNC:39944	Entrez:100422238	0
CYP4F24P	HGNC:39945	Entrez:388514	0
CYP4F25P	HGNC:39949	Entrez:100288827	0
CYP4F26P	HGNC:39948	Entrez:106478958	0
CYP4F27P	HGNC:39946	Entrez:107133494	0
CYP4F29P	HGNC:2647	Entrez:54055	0
CYP4F3	HGNC:2646	Entrez:4051	122
CYP4F30P	HGNC:25270	Entrez:100132708	0
CYP4F31P	HGNC:39955	Entrez:107403068	0
CYP4F32P	HGNC:39951	Entrez:107133497	0
CYP4F33P	HGNC:39952	Entrez:107133499	0
CYP4F34P	HGNC:39953	Entrez:100422247	0
CYP4F35P	HGNC:39954	Entrez:284233	0
CYP4F36P	HGNC:42407	Entrez:100422235	0
CYP4F44P	HGNC:39957	Entrez:106480733	0
CYP4F45P	HGNC:39950	Entrez:112552146	0
CYP4F59P	HGNC:39947	Entrez:100132340	0
CYP4F60P	HGNC:42468	Entrez:107126294	0
CYP4F61P	HGNC:42469	Entrez:107457588	0
CYP4F62P	HGNC:39956	Entrez:646802	0
CYP4F8	HGNC:2648	Entrez:11283	0
CYP4F9P	HGNC:39940	Entrez:105369296	0
CYP4V2	HGNC:23198	Entrez:285440	57
CYP4X1	HGNC:20244	Entrez:260293	58
CYP4Z1	HGNC:20583	Entrez:199974	0
CYP4Z2P	HGNC:24426	Entrez:163720	0
CYP51A1	HGNC:2649	Entrez:1595	0
CYP51A1-AS1	HGNC:50694	Entrez:613126	0
CYP51A1P1	HGNC:20245	Entrez:83528	0
CYP51A1P2	HGNC:20251	Entrez:83530	0
CYP51A1P3	HGNC:41991	Entrez:100422264	0
CYP7A1	HGNC:2651	Entrez:1581	57
CYP7B1	HGNC:2652	Entrez:9420	57
CYP8B1	HGNC:2653	Entrez:1582	34
CYREN	HGNC:22432	Entrez:78996	0
CYRIA	HGNC:25373	Entrez:81553	0
CYRIB	HGNC:25216	Entrez:51571	0
CYS1	HGNC:18525	Entrez:192668	15
CYSLTR1	HGNC:17451	Entrez:10800	0
CYSLTR2	HGNC:18274	Entrez:57105	24
CYSRT1	HGNC:30529	Entrez:375791	0
CYSTM1	HGNC:30239	Entrez:84418	0
CYTH1	HGNC:9501	Entrez:9267	0
CYTH1P1	HGNC:54900	Entrez:100418871	0
CYTH2	HGNC:9502	Entrez:9266	0
CYTH3	HGNC:9504	Entrez:9265	0
CYTH4	HGNC:9505	Entrez:27128	31
CYTIP	HGNC:9506	Entrez:9595	31
CYTL1	HGNC:24435	Entrez:54360	0
CYTOR	HGNC:28717	Entrez:112597	0
CYYR1	HGNC:16274	Entrez:116159	0
CYYR1-AS1	HGNC:39560	Entrez:100996571	0
CZIB	HGNC:26059	Entrez:54987	0
CZIB-DT	HGNC:55408	Entrez:120017342	0
D2HGDH	HGNC:28358	Entrez:728294	51
DAAM1	HGNC:18142	Entrez:23002	81
DAAM2	HGNC:18143	Entrez:23500	123
DAAM2-AS1	HGNC:40830	Entrez:100505635	0
DAB1	HGNC:2661	Entrez:1600	0
DAB1-AS1	HGNC:49443	Entrez:101926890	0
DAB2	HGNC:2662	Entrez:1601	95
DAB2IP	HGNC:17294	Entrez:153090	62
DACH1	HGNC:2663	Entrez:1602	57
DACH2	HGNC:16814	Entrez:117154	0
DACOR1	HGNC:51902	Entrez:100131796	0
DACT1	HGNC:17748	Entrez:51339	59
DACT2	HGNC:21231	Entrez:168002	0
DACT3	HGNC:30745	Entrez:147906	0
DACT3-AS1	HGNC:44120	Entrez:100506068	0
DAD1	HGNC:2664	Entrez:1603	7
DAD1P1	HGNC:18295	Entrez:56286	0
DAG1	HGNC:2666	Entrez:1605	60
DAGLA	HGNC:1165	Entrez:747	74
DAGLB	HGNC:28923	Entrez:221955	64
DALIR	HGNC:51429	Entrez:104940698	0
DALRD3	HGNC:25536	Entrez:55152	0
DANCR	HGNC:28964	Entrez:57291	0
DAND5	HGNC:26780	Entrez:199699	12
DANT1	HGNC:50863	Entrez:106029310	0
DANT2	HGNC:50862	Entrez:642776	0
DAO	HGNC:2671	Entrez:1610	41
DAOA	HGNC:21191	Entrez:267012	0
DAOA-AS1	HGNC:30243	Entrez:282706	0
DAP	HGNC:2672	Entrez:1611	3
DAP-DT	HGNC:55214	Entrez:105374652	0
DAP3	HGNC:2673	Entrez:7818	64
DAP3P1	HGNC:17624	Entrez:359804	0
DAP3P2	HGNC:29762	Entrez:359774	0
DAPK1	HGNC:2674	Entrez:1612	73
DAPK1-IT1	HGNC:43591	Entrez:100506897	0
DAPK2	HGNC:2675	Entrez:23604	31
DAPK3	HGNC:2676	Entrez:1613	34
DAPL1	HGNC:21490	Entrez:92196	29
DAPP1	HGNC:16500	Entrez:27071	0
DARS1	HGNC:2678	Entrez:1615	0
DARS1-AS1	HGNC:40170	Entrez:101928243	0
DARS2	HGNC:25538	Entrez:55157	47
DAW1	HGNC:26383	Entrez:164781	34
DAXX	HGNC:2681	Entrez:1616	46
DAZ1	HGNC:2682	Entrez:1617	0
DAZ2	HGNC:15964	Entrez:57055	0
DAZ3	HGNC:15965	Entrez:57054	0
DAZ4	HGNC:15966	Entrez:57135	0
DAZAP1	HGNC:2683	Entrez:26528	0
DAZAP2	HGNC:2684	Entrez:9802	8
DAZAP2P1	HGNC:43869	Entrez:645805	0
DAZL	HGNC:2685	Entrez:1618	0
DBET	HGNC:43904	Entrez:100419743	0
DBF4	HGNC:17364	Entrez:10926	52
DBF4B	HGNC:17883	Entrez:80174	48
DBF4P1	HGNC:45059	Entrez:645084	0
DBF4P2	HGNC:45060	Entrez:100420180	0
DBF4P3	HGNC:45061	Entrez:112272612	0
DBH	HGNC:2689	Entrez:1621	136
DBH-AS1	HGNC:24155	Entrez:138948	0
DBI	HGNC:2690	Entrez:1622	0
DBIL5P	HGNC:38519	Entrez:100131454	0
DBIL5P2	HGNC:38518	Entrez:100169989	0
DBIP1	HGNC:2692	Entrez:1624	0
DBIP2	HGNC:2691	Entrez:1623	0
DBIP3	HGNC:38517	Entrez:791082	0
DBN1	HGNC:2695	Entrez:1627	96
DBNDD1	HGNC:28455	Entrez:79007	34
DBNDD2	HGNC:15881	Entrez:55861	0
DBNL	HGNC:2696	Entrez:28988	0
DBP	HGNC:2697	Entrez:1628	0
DBR1	HGNC:15594	Entrez:51163	104
DBT	HGNC:2698	Entrez:1629	30
DBTP1	HGNC:56480	Entrez:127379690	0
DBX1	HGNC:33185	Entrez:120237	0
DBX2	HGNC:33186	Entrez:440097	14
DBX2-AS1	HGNC:55479	Entrez:120766145	0
DCAF1	HGNC:30911	Entrez:9730	0
DCAF10	HGNC:23686	Entrez:79269	17
DCAF11	HGNC:20258	Entrez:80344	42
DCAF12	HGNC:19911	Entrez:25853	20
DCAF12L1	HGNC:29395	Entrez:139170	0
DCAF12L2	HGNC:32950	Entrez:340578	0
