gene_symbol	hgnc_id	entrez_id	count
MLLT1	HGNC:7134	Entrez:4298	23
MLLT10	HGNC:16063	Entrez:8028	0
MLLT10P1	HGNC:15794	Entrez:140678	0
MLLT10P2	HGNC:39141	Entrez:106480724	0
MLLT11	HGNC:16997	Entrez:10962	0
MLLT3	HGNC:7136	Entrez:4300	140
MLLT6	HGNC:7138	Entrez:4302	0
MLN	HGNC:7141	Entrez:4295	6
MLNR	HGNC:4495	Entrez:2862	0
MLPH	HGNC:29643	Entrez:79083	59
MLST8	HGNC:24825	Entrez:64223	20
MLX	HGNC:11645	Entrez:6945	0
MLXIP	HGNC:17055	Entrez:22877	55
MLXIPL	HGNC:12744	Entrez:51085	24
MLXP1	HGNC:54600	Entrez:646696	0
MLYCD	HGNC:7150	Entrez:23417	52
MMAA	HGNC:18871	Entrez:166785	43
MMAB	HGNC:19331	Entrez:326625	53
MMACHC	HGNC:24525	Entrez:25974	0
MMACHCP1	HGNC:56579	Entrez:127482538	0
MMADHC	HGNC:25221	Entrez:27249	0
MMADHC-DT	HGNC:41087	Entrez:101929231	0
MMADHCP1	HGNC:54996	Entrez:100216356	0
MMADHCP2	HGNC:54997	Entrez:100216355	0
MMD	HGNC:7153	Entrez:23531	0
MMD2	HGNC:30133	Entrez:221938	23
MME	HGNC:7154	Entrez:4311	67
MME-AS1	HGNC:40376	Entrez:100873918	0
MMEL1	HGNC:14668	Entrez:79258	70
MMEL1-AS1	HGNC:40695	Entrez:105378597	0
MMGT1	HGNC:28100	Entrez:93380	0
MMP1	HGNC:7155	Entrez:4312	97
MMP10	HGNC:7156	Entrez:4319	100
MMP11	HGNC:7157	Entrez:4320	31
MMP12	HGNC:7158	Entrez:4321	0
MMP13	HGNC:7159	Entrez:4322	72
MMP14	HGNC:7160	Entrez:4323	33
MMP15	HGNC:7161	Entrez:4324	33
MMP16	HGNC:7162	Entrez:4325	0
MMP17	HGNC:7163	Entrez:4326	88
MMP19	HGNC:7165	Entrez:4327	84
MMP2	HGNC:7166	Entrez:4313	61
MMP2-AS1	HGNC:53142	Entrez:107984884	0
MMP20	HGNC:7167	Entrez:9313	46
MMP20-AS1	HGNC:56362	Entrez:101928477	0
MMP21	HGNC:14357	Entrez:118856	67
MMP23A	HGNC:7170	Entrez:8511	0
MMP23B	HGNC:7171	Entrez:8510	0
MMP24	HGNC:7172	Entrez:10893	53
MMP24OS	HGNC:44421	Entrez:101410538	0
MMP25	HGNC:14246	Entrez:64386	69
MMP25-AS1	HGNC:51372	Entrez:100507419	0
MMP26	HGNC:14249	Entrez:56547	13
MMP27	HGNC:14250	Entrez:64066	58
MMP28	HGNC:14366	Entrez:79148	0
MMP3	HGNC:7173	Entrez:4314	71
MMP7	HGNC:7174	Entrez:4316	17
MMP8	HGNC:7175	Entrez:4317	53
MMP9	HGNC:7176	Entrez:4318	74
MMRN1	HGNC:7178	Entrez:22915	188
MMRN2	HGNC:19888	Entrez:79812	69
MMS19	HGNC:13824	Entrez:64210	88
MMS22L	HGNC:21475	Entrez:253714	92
MMUT	HGNC:7526	Entrez:4594	0
MN1	HGNC:7180	Entrez:4330	29
MNAT1	HGNC:7181	Entrez:4331	7
MND1	HGNC:24839	Entrez:84057	0
MNDA	HGNC:7183	Entrez:4332	43
MNS1	HGNC:29636	Entrez:55329	30
MNT	HGNC:7188	Entrez:4335	16
MNX1	HGNC:4979	Entrez:3110	0
MNX1-AS1	HGNC:48954	Entrez:645249	0
MNX1-AS2	HGNC:40278	Entrez:105375606	0
MOAP1	HGNC:16658	Entrez:64112	15
MOB1A	HGNC:16015	Entrez:55233	0
MOB1AP1	HGNC:42638	Entrez:100873874	0
MOB1AP2	HGNC:42639	Entrez:100873854	0
MOB1B	HGNC:29801	Entrez:92597	8
MOB2	HGNC:24904	Entrez:81532	0
MOB3A	HGNC:29802	Entrez:126308	51
MOB3B	HGNC:23825	Entrez:79817	0
MOB3C	HGNC:29800	Entrez:148932	0
MOB4	HGNC:17261	Entrez:25843	0
MOB4P1	HGNC:54749	Entrez:100421925	0
MOB4P2	HGNC:54750	Entrez:100131078	0
MOBP	HGNC:7189	Entrez:4336	0
MOCOS	HGNC:18234	Entrez:55034	90
MOCS1	HGNC:7190	Entrez:4337	89
MOCS1P1	HGNC:7191	Entrez:27187	0
MOCS2	HGNC:7193	Entrez:4338	37
MOCS2-DT	HGNC:27417	Entrez:257396	0
MOCS3	HGNC:15765	Entrez:27304	53
MOCS3P1	HGNC:20021	Entrez:326305	0
MOCS3P2	HGNC:39444	Entrez:100420520	0
MOG	HGNC:7197	Entrez:4340	0
MOGAT1	HGNC:18210	Entrez:116255	40
MOGAT2	HGNC:23248	Entrez:80168	40
MOGAT3	HGNC:23249	Entrez:346606	54
MOGS	HGNC:24862	Entrez:7841	72
MOK	HGNC:9833	Entrez:5891	70
MON1A	HGNC:28207	Entrez:84315	44
MON1B	HGNC:25020	Entrez:22879	0
MON2	HGNC:29177	Entrez:23041	0
MON2-AS1	HGNC:56698	Entrez:128385372	0
MORC1	HGNC:7198	Entrez:27136	47
MORC1-AS1	HGNC:40377	Entrez:100506506	0
MORC2	HGNC:23573	Entrez:22880	42
MORC2-AS1	HGNC:26662	Entrez:150291	0
MORC3	HGNC:23572	Entrez:23515	34
MORC4	HGNC:23485	Entrez:79710	0
MORF4	HGNC:15773	Entrez:10934	0
MORF4L1	HGNC:16989	Entrez:10933	0
MORF4L1P1	HGNC:20400	Entrez:326591	0
MORF4L1P2	HGNC:20401	Entrez:326594	0
MORF4L1P3	HGNC:20402	Entrez:326593	0
MORF4L1P4	HGNC:39257	Entrez:100420030	0
MORF4L1P5	HGNC:35425	Entrez:100129288	0
MORF4L1P6	HGNC:39258	Entrez:100873878	0
MORF4L1P7	HGNC:39259	Entrez:100130637	0
MORF4L2	HGNC:16849	Entrez:9643	0
MORF4L2-AS1	HGNC:27991	Entrez:340544	0
MORF4L2P1	HGNC:20403	Entrez:643915	0
MORN1	HGNC:25852	Entrez:79906	50
MORN2	HGNC:30166	Entrez:729967	0
MORN3	HGNC:29807	Entrez:283385	47
MORN4	HGNC:24001	Entrez:118812	0
MORN5	HGNC:17841	Entrez:254956	16
MOS	HGNC:7199	Entrez:4342	20
MOSMO	HGNC:27087	Entrez:730094	0
MOSPD1	HGNC:25235	Entrez:56180	0
MOSPD2	HGNC:28381	Entrez:158747	0
MOSPD3	HGNC:25078	Entrez:64598	22
MOV10	HGNC:7200	Entrez:4343	63
MOV10L1	HGNC:7201	Entrez:54456	153
MOXD1	HGNC:21063	Entrez:26002	0
MOXD2P	HGNC:33605	Entrez:100289017	0
MPC1	HGNC:21606	Entrez:51660	0
MPC1-DT	HGNC:55366	Entrez:119545625	0
MPC1L	HGNC:44205	Entrez:347411	0
MPC2	HGNC:24515	Entrez:25874	0
MPDU1	HGNC:7207	Entrez:9526	17
MPDU1-AS1	HGNC:40379	Entrez:100996842	0
MPDZ	HGNC:7208	Entrez:8777	210
MPEG1	HGNC:29619	Entrez:219972	98
MPG	HGNC:7211	Entrez:4350	89
MPHOSPH10	HGNC:7213	Entrez:10199	76
MPHOSPH10P1	HGNC:55687	Entrez:643802	0
MPHOSPH10P2	HGNC:55688	Entrez:107987215	0
MPHOSPH10P3	HGNC:55689	Entrez:100652840	0
MPHOSPH10P4	HGNC:55690	Entrez:100631265	0
MPHOSPH10P5	HGNC:55691	Entrez:100631267	0
MPHOSPH10P6	HGNC:55693	Entrez:105376698	0
MPHOSPH10P7	HGNC:55694	Entrez:100533850	0
MPHOSPH10P8	HGNC:55695	Entrez:100631268	0
MPHOSPH10P9	HGNC:55696	Entrez:100631266	0
MPHOSPH6	HGNC:7214	Entrez:10200	0
MPHOSPH6-DT	HGNC:55377	Entrez:119545631	0
MPHOSPH6P1	HGNC:54549	Entrez:107985102	0
MPHOSPH8	HGNC:29810	Entrez:54737	52
MPHOSPH9	HGNC:7215	Entrez:10198	0
MPI	HGNC:7216	Entrez:4351	0
MPIG6B	HGNC:13937	Entrez:80739	0
MPL	HGNC:7217	Entrez:4352	72
MPLKIP	HGNC:16002	Entrez:136647	0
MPND	HGNC:25934	Entrez:84954	17
MPO	HGNC:7218	Entrez:4353	122
MPP1	HGNC:7219	Entrez:4354	0
MPP2	HGNC:7220	Entrez:4355	34
MPP3	HGNC:7221	Entrez:4356	56
MPP4	HGNC:13680	Entrez:58538	96
MPP7	HGNC:26542	Entrez:143098	52
MPP7-DT	HGNC:54139	Entrez:105376466	0
MPPE1	HGNC:15988	Entrez:65258	139
MPPE1P1	HGNC:20143	Entrez:390501	0
MPPED1	HGNC:1306	Entrez:758	0
MPPED2	HGNC:1180	Entrez:744	5
MPPED2-AS1	HGNC:53909	Entrez:105376609	0
MPRIP	HGNC:30321	Entrez:23164	108
MPRIP-AS1	HGNC:41263	Entrez:100874529	0
MPRIPP1	HGNC:44594	Entrez:100421374	0
MPST	HGNC:7223	Entrez:4357	0
MPTX1	HGNC:48364	Entrez:649458	0
MPV17	HGNC:7224	Entrez:4358	0
MPV17L	HGNC:26827	Entrez:255027	0
MPV17L2	HGNC:28177	Entrez:84769	0
MPV17L2P1	HGNC:54962	Entrez:101060056	0
MPZ	HGNC:7225	Entrez:4359	12
MPZL1	HGNC:7226	Entrez:9019	0
MPZL2	HGNC:3496	Entrez:10205	0
MPZL3	HGNC:27279	Entrez:196264	45
MR1	HGNC:4975	Entrez:3140	0
MRAP	HGNC:1304	Entrez:56246	15
MRAP-AS1	HGNC:40108	Entrez:105372779	0
MRAP2	HGNC:21232	Entrez:112609	19
MRAS	HGNC:7227	Entrez:22808	0
MRC1	HGNC:7228	Entrez:4360	0
MRC2	HGNC:16875	Entrez:9902	126
MRE11	HGNC:7230	Entrez:4361	0
MRE11P1	HGNC:7231	Entrez:4362	0
MREG	HGNC:25478	Entrez:55686	0
MREGP1	HGNC:50749	Entrez:106480304	0
MRFAP1	HGNC:24549	Entrez:93621	8
MRFAP1L1	HGNC:28796	Entrez:114932	0
MRFAP1L2	HGNC:25109	Entrez:93622	0
MRFAP1P1	HGNC:55909	Entrez:105373384	0
MRGBP	HGNC:15866	Entrez:55257	0
MRGPRD	HGNC:29626	Entrez:116512	32
MRGPRE	HGNC:30694	Entrez:116534	55
MRGPRF	HGNC:24828	Entrez:116535	0
MRGPRF-AS1	HGNC:51140	Entrez:101928200	0
MRGPRG	HGNC:24829	Entrez:386746	0
MRGPRG-AS1	HGNC:26691	Entrez:283303	0
MRGPRX1	HGNC:17962	Entrez:259249	44
MRGPRX10P	HGNC:54334	Entrez:390101	0
MRGPRX11P	HGNC:54335	Entrez:645415	0
MRGPRX12P	HGNC:54336	Entrez:645297	0
MRGPRX13P	HGNC:54337	Entrez:645319	0
MRGPRX2	HGNC:17983	Entrez:117194	0
MRGPRX3	HGNC:17980	Entrez:117195	52
MRGPRX4	HGNC:17617	Entrez:117196	24
MRGPRX5P	HGNC:54329	Entrez:390099	0
MRGPRX6P	HGNC:54330	Entrez:390098	0
MRGPRX7P	HGNC:54331	Entrez:441592	0
MRGPRX8P	HGNC:54332	Entrez:100420123	0
MRGPRX9P	HGNC:54333	Entrez:100420121	0
MRI1	HGNC:28469	Entrez:84245	37
MRLN	HGNC:48649	Entrez:100507027	0
MRM1	HGNC:26202	Entrez:79922	35
MRM2	HGNC:16352	Entrez:29960	0
MRM3	HGNC:18485	Entrez:55178	0
MRM3P1	HGNC:44905	Entrez:100420295	0
MRM3P2	HGNC:44906	Entrez:100420223	0
MRNIP	HGNC:30817	Entrez:51149	0
MRNIP-DT	HGNC:56030	Entrez:100996419	0
MRO	HGNC:24121	Entrez:83876	0
MROCKI	HGNC:50323	Entrez:285758	0
MROH1	HGNC:26958	Entrez:727957	88
MROH2A	HGNC:27936	Entrez:339766	0
MROH2B	HGNC:26857	Entrez:133558	161
MROH3P	HGNC:33122	Entrez:647215	0
MROH4P	HGNC:44902	Entrez:101154686	0
MROH5	HGNC:42976	Entrez:389690	256
MROH6	HGNC:27814	Entrez:642475	45
MROH7	HGNC:24802	Entrez:374977	182
MROH7-TTC4	HGNC:49180	Entrez:100527960	179
MROH8	HGNC:16125	Entrez:140699	61
MROH9	HGNC:26287	Entrez:80133	108
MRPL1	HGNC:14275	Entrez:65008	29
MRPL10	HGNC:14055	Entrez:124995	28
MRPL11	HGNC:14042	Entrez:65003	0
MRPL11P2	HGNC:29694	Entrez:134008	0
MRPL11P3	HGNC:29695	Entrez:359734	0
MRPL12	HGNC:10378	Entrez:6182	0
MRPL13	HGNC:14278	Entrez:28998	0
MRPL14	HGNC:14279	Entrez:64928	0
MRPL14P1	HGNC:29696	Entrez:359735	0
MRPL15	HGNC:14054	Entrez:29088	47
MRPL15P1	HGNC:29697	Entrez:359736	0
MRPL16	HGNC:14476	Entrez:54948	27
MRPL17	HGNC:14053	Entrez:63875	0
MRPL18	HGNC:14477	Entrez:29074	0
MRPL19	HGNC:14052	Entrez:9801	27
MRPL2	HGNC:14056	Entrez:51069	48
MRPL20	HGNC:14478	Entrez:55052	0
MRPL20-AS1	HGNC:27125	Entrez:148413	0
MRPL20-DT	HGNC:54814	Entrez:116435301	0
MRPL20P1	HGNC:29699	Entrez:359737	0
MRPL21	HGNC:14479	Entrez:219927	44
MRPL22	HGNC:14480	Entrez:29093	0
MRPL22P1	HGNC:29700	Entrez:359738	0
MRPL23	HGNC:10322	Entrez:6150	59
MRPL23-AS1	HGNC:42812	Entrez:100133545	0
MRPL24	HGNC:14037	Entrez:79590	0
MRPL27	HGNC:14483	Entrez:51264	0
MRPL28	HGNC:14484	Entrez:10573	0
MRPL2P1	HGNC:29698	Entrez:347894	0
MRPL3	HGNC:10379	Entrez:11222	65
MRPL30	HGNC:14036	Entrez:51263	0
MRPL30P1	HGNC:29702	Entrez:359740	0
MRPL30P2	HGNC:29703	Entrez:359817	0
MRPL32	HGNC:14035	Entrez:64983	0
MRPL32P1	HGNC:29704	Entrez:359741	0
MRPL32P2	HGNC:54964	Entrez:117751735	0
MRPL33	HGNC:14487	Entrez:9553	0
MRPL34	HGNC:14488	Entrez:64981	0
MRPL35	HGNC:14489	Entrez:51318	0
MRPL35P1	HGNC:29705	Entrez:359742	0
MRPL35P2	HGNC:29706	Entrez:359743	0
MRPL35P3	HGNC:23731	Entrez:359744	0
MRPL35P4	HGNC:29707	Entrez:359745	0
MRPL36	HGNC:14490	Entrez:64979	24
MRPL36P1	HGNC:29708	Entrez:285003	0
MRPL37	HGNC:14034	Entrez:51253	0
MRPL37P1	HGNC:31003	Entrez:100420950	0
MRPL38	HGNC:14033	Entrez:64978	26
MRPL39	HGNC:14027	Entrez:54148	44
MRPL3P1	HGNC:29701	Entrez:359739	0
MRPL4	HGNC:14276	Entrez:51073	29
MRPL40	HGNC:14491	Entrez:64976	0
MRPL40P1	HGNC:44532	Entrez:645328	0
MRPL41	HGNC:14492	Entrez:64975	13
MRPL42	HGNC:14493	Entrez:28977	12
MRPL42P1	HGNC:29710	Entrez:285415	0
MRPL42P2	HGNC:29711	Entrez:346116	0
MRPL42P3	HGNC:29712	Entrez:359746	0
MRPL42P4	HGNC:29713	Entrez:346470	0
MRPL42P5	HGNC:29714	Entrez:359821	0
MRPL42P6	HGNC:44533	Entrez:106480794	0
MRPL43	HGNC:14517	Entrez:84545	21
MRPL44	HGNC:16650	Entrez:65080	45
MRPL45	HGNC:16651	Entrez:84311	18
MRPL45P1	HGNC:29715	Entrez:359747	0
MRPL45P2	HGNC:29716	Entrez:653479	0
MRPL46	HGNC:1192	Entrez:26589	0
MRPL47	HGNC:16652	Entrez:57129	0
MRPL48	HGNC:16653	Entrez:51642	0
MRPL48P1	HGNC:21379	Entrez:221717	0
MRPL49	HGNC:1176	Entrez:740	3
MRPL49P1	HGNC:29717	Entrez:359748	0
MRPL49P2	HGNC:29718	Entrez:346711	0
MRPL50	HGNC:16654	Entrez:54534	0
MRPL50P1	HGNC:29719	Entrez:351143	0
MRPL50P2	HGNC:29720	Entrez:359749	0
MRPL50P3	HGNC:29721	Entrez:359750	0
MRPL50P4	HGNC:29722	Entrez:359751	0
MRPL51	HGNC:14044	Entrez:51258	30
MRPL51P1	HGNC:29723	Entrez:351773	0
MRPL51P2	HGNC:29724	Entrez:343819	0
MRPL52	HGNC:16655	Entrez:122704	0
MRPL53	HGNC:16684	Entrez:116540	0
MRPL53P1	HGNC:29725	Entrez:359752	0
MRPL54	HGNC:16685	Entrez:116541	7
MRPL55	HGNC:16686	Entrez:128308	0
MRPL57	HGNC:14514	Entrez:78988	0
MRPL57P1	HGNC:29686	Entrez:126581	0
MRPL57P10	HGNC:23965	Entrez:347587	0
MRPL57P2	HGNC:29687	Entrez:359729	0
MRPL57P3	HGNC:29688	Entrez:359730	0
MRPL57P6	HGNC:29689	Entrez:134490	0
MRPL57P7	HGNC:29690	Entrez:359731	0
MRPL57P8	HGNC:29691	Entrez:359732	0
MRPL57P9	HGNC:29692	Entrez:359733	0
MRPL58	HGNC:5359	Entrez:3396	0
MRPL9	HGNC:14277	Entrez:65005	13
MRPL9P1	HGNC:29726	Entrez:137290	0
MRPS10	HGNC:14502	Entrez:55173	39
MRPS10P1	HGNC:29728	Entrez:359753	0
MRPS10P2	HGNC:29727	Entrez:359802	0
MRPS10P5	HGNC:29729	Entrez:359754	0
MRPS11	HGNC:14050	Entrez:64963	0
MRPS11P1	HGNC:16584	Entrez:128774	0
MRPS12	HGNC:10380	Entrez:6183	17
MRPS14	HGNC:14049	Entrez:63931	0
MRPS15	HGNC:14504	Entrez:64960	47
MRPS15P1	HGNC:29730	Entrez:359755	0
MRPS15P2	HGNC:29731	Entrez:359756	0
MRPS16	HGNC:14048	Entrez:51021	0
MRPS16P1	HGNC:29732	Entrez:137406	0
MRPS16P2	HGNC:16541	Entrez:128609	0
MRPS16P3	HGNC:29733	Entrez:338388	0
MRPS17	HGNC:14047	Entrez:51373	0
MRPS17P1	HGNC:29734	Entrez:359803	0
MRPS17P3	HGNC:29736	Entrez:359757	0
MRPS17P5	HGNC:29737	Entrez:359758	0
MRPS17P6	HGNC:29738	Entrez:359759	0
MRPS17P7	HGNC:29735	Entrez:342776	0
MRPS17P9	HGNC:29739	Entrez:359760	0
MRPS18A	HGNC:14515	Entrez:55168	0
MRPS18AP1	HGNC:29740	Entrez:359761	0
MRPS18B	HGNC:14516	Entrez:28973	32
MRPS18BP1	HGNC:29741	Entrez:359762	0
MRPS18BP2	HGNC:29742	Entrez:359763	0
MRPS18C	HGNC:16633	Entrez:51023	30
MRPS18CP2	HGNC:29743	Entrez:286043	0
MRPS18CP3	HGNC:29744	Entrez:359764	0
MRPS18CP4	HGNC:29745	Entrez:349842	0
MRPS18CP5	HGNC:29746	Entrez:359765	0
MRPS18CP6	HGNC:29747	Entrez:343901	0
MRPS18CP7	HGNC:44530	Entrez:100288560	0
MRPS2	HGNC:14495	Entrez:51116	0
MRPS21	HGNC:14046	Entrez:54460	0
MRPS21P1	HGNC:29748	Entrez:199900	0
MRPS21P2	HGNC:29749	Entrez:359766	0
MRPS21P3	HGNC:29750	Entrez:359767	0
MRPS21P4	HGNC:29751	Entrez:359768	0
MRPS21P5	HGNC:29752	Entrez:359769	0
MRPS21P6	HGNC:29753	Entrez:359770	0
MRPS21P7	HGNC:29754	Entrez:359771	0
MRPS21P8	HGNC:29755	Entrez:350297	0
MRPS21P9	HGNC:29756	Entrez:359772	0
MRPS22	HGNC:14508	Entrez:56945	64
MRPS22P1	HGNC:29757	Entrez:359773	0
MRPS23	HGNC:14509	Entrez:51649	17
MRPS23P1	HGNC:29758	Entrez:352290	0
MRPS24	HGNC:14510	Entrez:64951	0
MRPS24P1	HGNC:29759	Entrez:338389	0
MRPS25	HGNC:14511	Entrez:64432	0
MRPS25P1	HGNC:29760	Entrez:338390	0
MRPS26	HGNC:14045	Entrez:64949	0
MRPS27	HGNC:14512	Entrez:23107	54
MRPS28	HGNC:14513	Entrez:28957	0
MRPS30	HGNC:8769	Entrez:10884	52
MRPS30-DT	HGNC:53420	Entrez:100506674	0
MRPS31	HGNC:16632	Entrez:10240	50
MRPS31P1	HGNC:29763	Entrez:351449	0
MRPS31P2	HGNC:39252	Entrez:341757	0
MRPS31P4	HGNC:42649	Entrez:100885866	0
MRPS31P5	HGNC:39253	Entrez:100887750	0
MRPS33	HGNC:16634	Entrez:51650	0
MRPS33P1	HGNC:29764	Entrez:148330	0
MRPS33P2	HGNC:29765	Entrez:359775	0
MRPS33P3	HGNC:29766	Entrez:359776	0
MRPS33P4	HGNC:29767	Entrez:359777	0
MRPS34	HGNC:16618	Entrez:65993	0
MRPS35	HGNC:16635	Entrez:60488	29
MRPS35-DT	HGNC:55490	Entrez:107984461	0
MRPS35P1	HGNC:29768	Entrez:339910	0
MRPS35P2	HGNC:29769	Entrez:359778	0
MRPS35P3	HGNC:29770	Entrez:359779	0
MRPS36	HGNC:16631	Entrez:92259	0
MRPS36P1	HGNC:29771	Entrez:347705	0
MRPS36P2	HGNC:29772	Entrez:347706	0
MRPS36P3	HGNC:29773	Entrez:347704	0
MRPS36P4	HGNC:29774	Entrez:347702	0
MRPS36P5	HGNC:29775	Entrez:347703	0
MRPS36P6	HGNC:29776	Entrez:347707	0
MRPS5	HGNC:14498	Entrez:64969	0
MRPS5P3	HGNC:29778	Entrez:133615	0
MRPS5P4	HGNC:29779	Entrez:359797	0
MRPS6	HGNC:14051	Entrez:64968	0
MRPS6P1	HGNC:29780	Entrez:359780	0
MRPS6P2	HGNC:29781	Entrez:359781	0
MRPS6P4	HGNC:29782	Entrez:359782	0
MRPS7	HGNC:14499	Entrez:51081	35
MRPS7P1	HGNC:29783	Entrez:359783	0
MRPS7P2	HGNC:29784	Entrez:341469	0
MRPS9	HGNC:14501	Entrez:64965	28
MRPS9-AS1	HGNC:40688	Entrez:101927492	0
MRPS9-AS2	HGNC:40687	Entrez:102724691	0
MRRF	HGNC:7234	Entrez:92399	13
MRRFP1	HGNC:35238	Entrez:286423	0
MRS2	HGNC:13785	Entrez:57380	38
MRS2P1	HGNC:20590	Entrez:100130448	0
MRS2P2	HGNC:33942	Entrez:729633	0
MRTFA	HGNC:14334	Entrez:57591	0
MRTFA-AS1	HGNC:40681	Entrez:101927257	0
MRTFB	HGNC:29819	Entrez:57496	0
MRTO4	HGNC:18477	Entrez:51154	31
MS4A1	HGNC:7315	Entrez:931	0
MS4A10	HGNC:13368	Entrez:341116	22
MS4A12	HGNC:13370	Entrez:54860	46
MS4A13	HGNC:16674	Entrez:503497	0
MS4A14	HGNC:30706	Entrez:84689	61
MS4A15	HGNC:28573	Entrez:219995	0
MS4A18	HGNC:37636	Entrez:728588	0
MS4A19P	HGNC:53877	Entrez:116435280	0
MS4A2	HGNC:7316	Entrez:2206	31
MS4A3	HGNC:7317	Entrez:932	32
MS4A4A	HGNC:13371	Entrez:51338	0
MS4A4E	HGNC:14284	Entrez:643680	14
MS4A5	HGNC:13374	Entrez:64232	0
MS4A6A	HGNC:13375	Entrez:64231	0
MS4A6E	HGNC:14285	Entrez:245802	0
MS4A7	HGNC:13378	Entrez:58475	23
MS4A8	HGNC:13380	Entrez:83661	0
MSANTD1	HGNC:33741	Entrez:345222	0
MSANTD2	HGNC:26266	Entrez:79684	0
MSANTD2-AS1	HGNC:55601	Entrez:100507283	0
MSANTD2P1	HGNC:39637	Entrez:100130310	0
MSANTD3	HGNC:23370	Entrez:91283	15
MSANTD3-TMEFF1	HGNC:38838	Entrez:100526694	44
MSANTD3P1	HGNC:55780	Entrez:100420848	0
MSANTD4	HGNC:29383	Entrez:84437	25
MSANTD5	HGNC:55184	Entrez:102724657	0
MSANTD7	HGNC:56248	Entrez:100421372	0
MSBP1	HGNC:7318	Entrez:4431	0
MSBP2	HGNC:7319	Entrez:4432	0
MSC	HGNC:7321	Entrez:9242	0
MSC-AS1	HGNC:48724	Entrez:100132891	0
MSGN1	HGNC:14907	Entrez:343930	0
MSH2	HGNC:7325	Entrez:4436	77
MSH2-OT1	HGNC:40319	Entrez:644093	0
MSH3	HGNC:7326	Entrez:4437	117
MSH4	HGNC:7327	Entrez:4438	50
MSH5	HGNC:7328	Entrez:4439	72
MSH5-SAPCD1	HGNC:41994	Entrez:100532732	72
MSH6	HGNC:7329	Entrez:2956	191
MSI1	HGNC:7330	Entrez:4440	0
MSI2	HGNC:18585	Entrez:124540	0
MSL1	HGNC:27905	Entrez:339287	0
MSL2	HGNC:25544	Entrez:55167	74
MSL3	HGNC:7370	Entrez:10943	0
MSL3P1	HGNC:17837	Entrez:151507	0
MSLN	HGNC:7371	Entrez:10232	120
MSLNL	HGNC:14170	Entrez:401827	132
MSMB	HGNC:7372	Entrez:4477	0
MSMO1	HGNC:10545	Entrez:6307	0
MSMP	HGNC:29663	Entrez:692094	0
MSN	HGNC:7373	Entrez:4478	0
MSNP1	HGNC:7374	Entrez:4479	0
MSR1	HGNC:7376	Entrez:4481	107
MSRA	HGNC:7377	Entrez:4482	30
MSRA-DT	HGNC:55400	Entrez:105379234	0
MSRB1	HGNC:14133	Entrez:51734	0
MSRB1P1	HGNC:43985	Entrez:441849	0
MSRB2	HGNC:17061	Entrez:22921	37
MSRB3	HGNC:27375	Entrez:253827	26
MSRB3-AS1	HGNC:53386	Entrez:100507065	0
MSS51	HGNC:21000	Entrez:118490	0
MST1	HGNC:7380	Entrez:4485	70
MST1L	HGNC:7390	Entrez:11223	0
MST1P2	HGNC:7383	Entrez:11209	0
MST1R	HGNC:7381	Entrez:4486	169
MSTN	HGNC:4223	Entrez:2660	21
MSTO1	HGNC:29678	Entrez:55154	44
MSTO2P	HGNC:26329	Entrez:100129405	0
MSX1	HGNC:7391	Entrez:4487	16
MSX2	HGNC:7392	Entrez:4488	0
MSX2P1	HGNC:24976	Entrez:55545	0
MT-ATP6	HGNC:7414	Entrez:4508	0
MT-ATP8	HGNC:7415	Entrez:4509	0
MT-CO1	HGNC:7419	Entrez:4512	0
MT-CO2	HGNC:7421	Entrez:4513	0
MT-CO3	HGNC:7422	Entrez:4514	0
MT-CYB	HGNC:7427	Entrez:4519	0
MT-ND1	HGNC:7455	Entrez:4535	0
MT-ND2	HGNC:7456	Entrez:4536	0
MT-ND3	HGNC:7458	Entrez:4537	0
MT-ND4	HGNC:7459	Entrez:4538	0
MT-ND4L	HGNC:7460	Entrez:4539	0
MT-ND5	HGNC:7461	Entrez:4540	0
MT-ND6	HGNC:7462	Entrez:4541	0
MT-RNR1	HGNC:7470	Entrez:4549	0
MT-RNR2	HGNC:7471	Entrez:4550	0
MT-TA	HGNC:7475	Entrez:4553	0
MT-TC	HGNC:7477	Entrez:4511	0
MT-TD	HGNC:7478	Entrez:4555	0
MT-TE	HGNC:7479	Entrez:4556	0
MT-TF	HGNC:7481	Entrez:4558	0
MT-TG	HGNC:7486	Entrez:4563	0
MT-TH	HGNC:7487	Entrez:4564	0
MT-TI	HGNC:7488	Entrez:4565	0
MT-TK	HGNC:7489	Entrez:4566	0
MT-TL1	HGNC:7490	Entrez:4567	0
MT-TL2	HGNC:7491	Entrez:4568	0
MT-TM	HGNC:7492	Entrez:4569	0
MT-TN	HGNC:7493	Entrez:4570	0
MT-TP	HGNC:7494	Entrez:4571	0
MT-TQ	HGNC:7495	Entrez:4572	0
MT-TR	HGNC:7496	Entrez:4573	0
MT-TS1	HGNC:7497	Entrez:4574	0
MT-TS2	HGNC:7498	Entrez:4575	0
MT-TT	HGNC:7499	Entrez:4576	0
MT-TV	HGNC:7500	Entrez:4577	0
MT-TW	HGNC:7501	Entrez:4578	0
MT-TY	HGNC:7502	Entrez:4579	0
MT1A	HGNC:7393	Entrez:4489	0
MT1B	HGNC:7394	Entrez:4490	7
MT1CP	HGNC:7395	Entrez:441771	0
MT1DP	HGNC:7396	Entrez:326343	0
